Page	Confinement Reason	Entry	Exit	Duration	Ethnic Origin	Correctional Facility	Duration_calc
79	Covid - 19	2022-07-12	2022-07-13	1	CAU	Northeast NS Correctional Facility	1
79	Covid - 19	2022-07-13	2022-07-14	1	IND	Northeast NS Correctional Facility	1
80	Covid - 19	2022-07-13	2022-07-14	1	BLA	Northeast NS Correctional Facility	1
80	Covid - 19	2022-07-14	2022-07-15	1	CAU	Northeast NS Correctional Facility	1
80	Covid - 19	2022-07-15	2022-07-18	3	IND	Northeast NS Correctional Facility	3
80	Covid - 19	2022-07-15	2022-07-18	3	IND	Northeast NS Correctional Facility	3
80	Covid - 19	2022-07-17	2022-08-09	23	CAU	Northeast NS Correctional Facility	23
80	Covid - 19	2022-07-17	2022-08-03	17	BLA	Northeast NS Correctional Facility	17
80	Covid - 19	2022-07-18	2022-07-18	0	CAU	Northeast NS Correctional Facility	0
80	Covid - 19	2022-07-18	2022-07-22	4	OTH	Northeast NS Correctional Facility	4
80	Covid - 19	2022-07-18	2022-07-18	0	IND	Northeast NS Correctional Facility	0
80	Covid - 19	2022-07-18	2022-07-19	1	CAU	Northeast NS Correctional Facility	1
80	Covid - 19	2022-07-18	2022-07-19	1	CAU	Northeast NS Correctional Facility	1
80	Covid - 19	2022-07-18	2022-07-20	2	CAU	Northeast NS Correctional Facility	2
80	Covid - 19	2022-07-20	2022-08-03	14	BLA	Northeast NS Correctional Facility	14
80	Covid - 19	2022-07-20	2022-07-27	7	CAU	Northeast NS Correctional Facility	7
80	Covid - 19	2022-07-20	2022-08-03	14	CAU	Northeast NS Correctional Facility	14
80	Covid - 19	2022-07-20	2022-07-22	2	CAU	Northeast NS Correctional Facility	2
81	Covid - 19	2022-07-20	2022-08-03	14	CAU	Northeast NS Correctional Facility	14
81	Covid - 19	2022-07-20	2022-07-29	9	CAU	Northeast NS Correctional Facility	9
81	Covid - 19	2022-07-22	2022-07-26	4	IND	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	BLA	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	BLA	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	IND	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
81	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	IND	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	IND	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	UNK	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
82	Covid - 19	2022-07-22	2022-07-26	4	IND	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-25	3	CAU	Northeast NS Correctional Facility	3
83	Covid - 19	2022-07-22	2022-07-26	4	IND	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-22	2022-07-26	4	CAU	Northeast NS Correctional Facility	4
83	Covid - 19	2022-07-24	2022-07-26	2	IND	Northeast NS Correctional Facility	2
84	Covid - 19	2022-07-25	2022-07-29	4	CAU	Northeast NS Correctional Facility	4
84	Covid - 19	2022-07-26	2022-07-29	3	IND	Northeast NS Correctional Facility	3
84	Covid - 19	2022-07-27	2022-07-29	2	CAU	Northeast NS Correctional Facility	2
84	Covid - 19	2022-07-30	2022-08-12	13	CAU	Northeast NS Correctional Facility	13
84	Covid - 19	2022-08-01	2022-08-04	3	CAU	Northeast NS Correctional Facility	3
84	Covid - 19	2022-08-01	2022-08-11	10	CAU	Northeast NS Correctional Facility	10
84	Covid - 19	2022-08-01	2022-08-02	1	CAU	Northeast NS Correctional Facility	1
84	Covid - 19	2022-08-03	2022-08-05	2	CAU	Northeast NS Correctional Facility	2
84	Covid - 19	2022-08-03	2022-08-05	2	CAU	Northeast NS Correctional Facility	2
84	Covid - 19	2022-08-04	2022-08-08	4	CAU	Northeast NS Correctional Facility	4
84	Covid - 19	2022-08-04	2022-08-17	13	CAU	Northeast NS Correctional Facility	13
84	Covid - 19	2022-08-04	2022-08-11	7	CAU	Northeast NS Correctional Facility	7
84	Covid - 19	2022-08-06	2022-08-08	2	CAU	Northeast NS Correctional Facility	2
84	Covid - 19	2022-08-06	2022-08-08	2	CAU	Northeast NS Correctional Facility	2
84	Covid - 19	2022-08-07	2022-08-08	1	IND	Northeast NS Correctional Facility	1
84	Covid - 19	2022-08-07	2022-08-08	1	UNK	Northeast NS Correctional Facility	1
86	Covid - 19	2022-08-17	2022-08-22	5	CAU	Northeast NS Correctional Facility	5
86	Covid - 19	2022-08-17	2022-08-26	9	CAU	Northeast NS Correctional Facility	9
86	Covid - 19	2022-08-17	2022-08-26	9	CAU	Northeast NS Correctional Facility	9
86	Covid - 19	2022-08-18	2022-08-25	7	CAU	Northeast NS Correctional Facility	7
86	Covid - 19	2022-08-19	2022-08-20	1	IND	Northeast NS Correctional Facility	1
86	Covid - 19	2022-08-19	2022-08-20	1	CAU	Northeast NS Correctional Facility	1
86	Covid - 19	2022-08-19	2022-08-20	1	CAU	Northeast NS Correctional Facility	1
86	Covid - 19	2022-08-19	2022-08-22	3	CAU	Northeast NS Correctional Facility	3
86	Covid - 19	2022-08-19	2022-08-25	6	CAU	Northeast NS Correctional Facility	6
86	Covid - 19	2022-08-19	2022-08-23	4	CAU	Northeast NS Correctional Facility	4
86	Covid - 19	2022-08-19	2022-08-20	1	BLA	Northeast NS Correctional Facility	1
86	Covid - 19	2022-08-20	2022-08-30	10	IND	Northeast NS Correctional Facility	10
86	Covid - 19	2022-08-20	2022-08-20	0	IND	Northeast NS Correctional Facility	0
86	Covid - 19	2022-08-21	2022-08-22	1	CAU	Northeast NS Correctional Facility	1
86	Covid - 19	2022-08-23	2022-08-25	2	CAU	Northeast NS Correctional Facility	2
86	Covid - 19	2022-08-23	2022-08-31	8	CAU	Northeast NS Correctional Facility	8
87	Covid - 19	2022-08-23	2022-08-25	2	CAU	Northeast NS Correctional Facility	2
87	Covid - 19	2022-08-23	2022-08-28	5	IND	Northeast NS Correctional Facility	5
87	Covid - 19	2022-08-23	2022-08-25	2	BLA	Northeast NS Correctional Facility	2
87	Covid - 19	2022-08-24	2022-08-25	1	BLA	Northeast NS Correctional Facility	1
87	Covid - 19	2022-08-26	2022-08-29	3	CAU	Northeast NS Correctional Facility	3
87	Covid - 19	2022-08-27	2022-08-29	2	CAU	Northeast NS Correctional Facility	2
87	Covid - 19	2022-08-27	2022-08-30	3	CAU	Northeast NS Correctional Facility	3
87	Covid - 19	2022-08-28	2022-08-29	1	CAU	Northeast NS Correctional Facility	1
87	Covid - 19	2022-08-28	2022-09-01	4	CAU	Northeast NS Correctional Facility	4
87	Covid - 19	2022-08-28	2022-08-30	2	CAU	Northeast NS Correctional Facility	2
87	Covid - 19	2022-08-31	2022-09-07	7	BLA	Northeast NS Correctional Facility	7
87	Covid - 19	2022-08-31	2022-09-02	2	CAU	Northeast NS Correctional Facility	2
87	Covid - 19	2022-08-31	2022-09-02	2	CAU	Northeast NS Correctional Facility	2
87	Covid - 19	2022-08-31	2022-09-13	13	CAU	Northeast NS Correctional Facility	13
87	Covid - 19	2022-08-31	2022-09-02	2	CAU	Northeast NS Correctional Facility	2
87	Covid - 19	2022-09-01	2022-09-07	6	IND	Northeast NS Correctional Facility	6
88	Covid - 19	2022-09-01	2022-09-09	8	CAU	Northeast NS Correctional Facility	8
88	Covid - 19	2022-09-03	2022-09-06	3	BLA	Northeast NS Correctional Facility	3
88	Covid - 19	2022-09-04	2022-09-07	3	CAU	Northeast NS Correctional Facility	3
88	Covid - 19	2022-09-04	2022-09-08	4	CAU	Northeast NS Correctional Facility	4
88	Covid - 19	2022-09-05	2022-09-06	1	CAU	Northeast NS Correctional Facility	1
88	Covid - 19	2022-09-05	2022-09-06	1	CAU	Northeast NS Correctional Facility	1
88	Covid - 19	2022-09-06	2022-09-08	2	CAU	Northeast NS Correctional Facility	2
88	Covid - 19	2022-09-06	2022-09-08	2	CAU	Northeast NS Correctional Facility	2
88	Covid - 19	2022-09-07	2022-09-09	2	UNK	Northeast NS Correctional Facility	2
88	Covid - 19	2022-09-07	2022-09-14	7	CAU	Northeast NS Correctional Facility	7
88	Covid - 19	2022-09-09	2022-09-12	3	UNK	Northeast NS Correctional Facility	3
88	Covid - 19	2022-09-09	2022-09-15	6	UNK	Northeast NS Correctional Facility	6
88	Covid - 19	2022-09-10	2022-09-12	2	CAU	Northeast NS Correctional Facility	2
88	Covid - 19	2022-09-10	2022-09-12	2	UNK	Northeast NS Correctional Facility	2
88	Covid - 19	2022-09-11	2022-09-21	10	BLA	Northeast NS Correctional Facility	10
88	Covid - 19	2022-09-12	2022-09-21	9	CAU	Northeast NS Correctional Facility	9
89	Covid - 19	2022-09-12	2022-09-14	2	CAU	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-13	2022-09-14	1	CAU	Northeast NS Correctional Facility	1
89	Covid - 19	2022-09-14	2022-09-21	7	OTH	Northeast NS Correctional Facility	7
89	Covid - 19	2022-09-14	2022-09-15	1	CAU	Northeast NS Correctional Facility	1
89	Covid - 19	2022-09-16	2022-09-18	2	CAU	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-16	2022-09-20	4	CAU	Northeast NS Correctional Facility	4
89	Covid - 19	2022-09-16	2022-09-26	10	CAU	Northeast NS Correctional Facility	10
89	Covid - 19	2022-09-18	2022-09-20	2	CAU	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-18	2022-09-20	2	BLA	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-18	2022-09-20	2	IND	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-19	2022-09-21	2	IND	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-19	2022-09-20	1	CAU	Northeast NS Correctional Facility	1
89	Covid - 19	2022-09-19	2022-10-03	14	IND	Northeast NS Correctional Facility	14
89	Covid - 19	2022-09-19	2022-09-21	2	CAU	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-21	2022-09-23	2	CAU	Northeast NS Correctional Facility	2
89	Covid - 19	2022-09-21	2022-09-28	7	BLA	Northeast NS Correctional Facility	7
90	Covid - 19	2022-09-22	2022-09-27	5	CAU	Northeast NS Correctional Facility	5
90	Covid - 19	2022-09-23	2022-09-27	4	IND	Northeast NS Correctional Facility	4
90	Covid - 19	2022-09-23	2022-09-27	4	CAU	Northeast NS Correctional Facility	4
90	Covid - 19	2022-09-23	2022-09-25	2	CAU	Northeast NS Correctional Facility	2
90	Covid - 19	2022-09-23	2022-09-26	3	CAU	Northeast NS Correctional Facility	3
90	Covid - 19	2022-09-24	2022-09-27	3	CAU	Northeast NS Correctional Facility	3
90	Covid - 19	2022-09-25	2022-09-29	4	CAU	Northeast NS Correctional Facility	4
90	Covid - 19	2022-09-25	2022-10-02	7	CAU	Northeast NS Correctional Facility	7
90	Covid - 19	2022-09-26	2022-09-29	3	IND	Northeast NS Correctional Facility	3
90	Covid - 19	2022-09-27	2022-10-03	6	CAU	Northeast NS Correctional Facility	6
90	Covid - 19	2022-09-27	2022-09-29	2	CAU	Northeast NS Correctional Facility	2
90	Covid - 19	2022-09-28	2022-10-07	9	IND	Northeast NS Correctional Facility	9
90	Covid - 19	2022-09-28	2022-10-06	8	CAU	Northeast NS Correctional Facility	8
90	Covid - 19	2022-09-28	2022-09-29	1	CAU	Northeast NS Correctional Facility	1
90	Covid - 19	2022-09-29	2022-10-10	11	CAU	Northeast NS Correctional Facility	11
90	Covid - 19	2022-09-29	2022-10-03	4	CAU	Northeast NS Correctional Facility	4
91	Covid - 19	2022-09-30	2022-10-03	3	CAU	Northeast NS Correctional Facility	3
91	Covid - 19	2022-09-30	2022-10-10	10	CAU	Northeast NS Correctional Facility	10
91	Covid - 19	2022-09-30	2022-10-04	4	IND	Northeast NS Correctional Facility	4
91	Covid - 19	2022-09-30	2022-10-03	3	CAU	Northeast NS Correctional Facility	3
91	Covid - 19	2022-09-30	2022-10-03	3	CAU	Northeast NS Correctional Facility	3
91	Covid - 19	2022-09-30	2022-10-03	3	IND	Northeast NS Correctional Facility	3
91	Covid - 19	2022-09-30	2022-10-05	5	CAU	Northeast NS Correctional Facility	5
91	Covid - 19	2022-10-01	2022-10-04	3	CAU	Northeast NS Correctional Facility	3
91	Covid - 19	2022-10-01	2022-10-10	9	CAU	Northeast NS Correctional Facility	9
91	Covid - 19	2022-10-02	2022-10-10	8	UNK	Northeast NS Correctional Facility	8
91	Covid - 19	2022-10-03	2022-10-05	2	CAU	Northeast NS Correctional Facility	2
91	Covid - 19	2022-10-03	2022-10-06	3	OTH	Northeast NS Correctional Facility	3
91	Covid - 19	2022-10-04	2022-10-10	6	CAU	Northeast NS Correctional Facility	6
91	Covid - 19	2022-10-04	2022-10-06	2	BLA	Northeast NS Correctional Facility	2
91	Covid - 19	2022-10-05	2022-10-14	9	CAU	Northeast NS Correctional Facility	9
91	Covid - 19	2022-10-05	2022-10-13	8	CAU	Northeast NS Correctional Facility	8
92	Covid - 19	2022-10-06	2022-10-12	6	CAU	Northeast NS Correctional Facility	6
92	Covid - 19	2022-10-07	2022-10-14	7	CAU	Northeast NS Correctional Facility	7
92	Covid - 19	2022-10-07	2022-10-09	2	CAU	Northeast NS Correctional Facility	2
92	Covid - 19	2022-10-07	2022-10-11	4	CAU	Northeast NS Correctional Facility	4
92	Covid - 19	2022-10-07	2022-10-11	4	BLA	Northeast NS Correctional Facility	4
92	Covid - 19	2022-10-08	2022-10-18	10	CAU	Northeast NS Correctional Facility	10
92	Covid - 19	2022-10-09	2022-10-13	4	CAU	Northeast NS Correctional Facility	4
92	Covid - 19	2022-10-10	2022-10-13	3	CAU	Northeast NS Correctional Facility	3
92	Covid - 19	2022-10-11	2022-10-12	1	CAU	Northeast NS Correctional Facility	1
92	Covid - 19	2022-10-12	2022-10-13	1	IND	Northeast NS Correctional Facility	1
92	Covid - 19	2022-10-13	2022-10-14	1	BLA	Northeast NS Correctional Facility	1
92	Covid - 19	2022-10-13	2022-10-21	8	CAU	Northeast NS Correctional Facility	8
92	Covid - 19	2022-10-13	2022-10-17	4	CAU	Northeast NS Correctional Facility	4
92	Covid - 19	2022-10-13	2022-10-21	8	CAU	Northeast NS Correctional Facility	8
92	Covid - 19	2022-10-14	2022-10-21	7	IND	Northeast NS Correctional Facility	7
92	Covid - 19	2022-10-14	2022-10-16	2	CAU	Northeast NS Correctional Facility	2
93	Covid - 19	2022-10-14	2022-10-21	7	CAU	Northeast NS Correctional Facility	7
93	Covid - 19	2022-10-14	2022-10-19	5	CAU	Northeast NS Correctional Facility	5
93	Covid - 19	2022-10-16	2022-10-26	10	CAU	Northeast NS Correctional Facility	10
93	Covid - 19	2022-10-17	2022-10-19	2	CAU	Northeast NS Correctional Facility	2
93	Covid - 19	2022-10-18	2022-10-22	4	CAU	Northeast NS Correctional Facility	4
93	Covid - 19	2022-10-20	2022-11-01	12	CAU	Northeast NS Correctional Facility	12
93	Covid - 19	2022-10-20	2022-10-28	8	CAU	Northeast NS Correctional Facility	8
93	Covid - 19	2022-10-22	2022-10-26	4	CAU	Northeast NS Correctional Facility	4
93	Covid - 19	2022-10-23	2022-10-24	1	CAU	Northeast NS Correctional Facility	1
93	Covid - 19	2022-10-24	2022-11-03	10	CAU	Northeast NS Correctional Facility	10
93	Covid - 19	2022-10-24	2022-11-01	8	CAU	Northeast NS Correctional Facility	8
93	Covid - 19	2022-10-24	2022-10-25	1	CAU	Northeast NS Correctional Facility	1
93	Covid - 19	2022-10-27	2022-11-03	7	CAU	Northeast NS Correctional Facility	7
93	Covid - 19	2022-10-28	2022-11-01	4	BLA	Northeast NS Correctional Facility	4
93	Covid - 19	2022-10-28	2022-11-05	8	CAU	Northeast NS Correctional Facility	8
93	Covid - 19	2022-10-29	2022-11-09	11	CAU	Northeast NS Correctional Facility	11
94	Covid - 19	2022-10-30	2022-10-31	1	IND	Northeast NS Correctional Facility	1
94	Covid - 19	2022-10-31	2022-11-02	2	CAU	Northeast NS Correctional Facility	2
94	Covid - 19	2022-11-02	2022-11-03	1	CAU	Northeast NS Correctional Facility	1
94	Covid - 19	2022-11-04	2022-11-07	3	BLA	Northeast NS Correctional Facility	3
94	Covid - 19	2022-11-04	2022-11-06	2	CAU	Northeast NS Correctional Facility	2
94	Covid - 19	2022-11-04	2022-11-09	5	CAU	Northeast NS Correctional Facility	5
94	Covid - 19	2022-11-05	2022-11-07	2	CAU	Northeast NS Correctional Facility	2
94	Covid - 19	2022-11-05	2022-11-09	4	CAU	Northeast NS Correctional Facility	4
94	Covid - 19	2022-11-06	2022-11-07	1	CAU	Northeast NS Correctional Facility	1
94	Covid - 19	2022-11-07	2022-11-15	8	CAU	Northeast NS Correctional Facility	8
94	Covid - 19	2022-11-07	2022-11-08	1	CAU	Northeast NS Correctional Facility	1
94	Covid - 19	2022-11-08	2022-11-15	7	CAU	Northeast NS Correctional Facility	7
94	Covid - 19	2022-11-09	2022-11-21	12	CAU	Northeast NS Correctional Facility	12
94	Covid - 19	2022-11-09	2022-11-16	7	CAU	Northeast NS Correctional Facility	7
94	Covid - 19	2022-11-09	2022-11-17	8	CAU	Northeast NS Correctional Facility	8
94	Covid - 19	2022-11-10	2022-11-14	4	CAU	Northeast NS Correctional Facility	4
95	Covid - 19	2022-11-10	2022-11-14	4	IND	Northeast NS Correctional Facility	4
95	Covid - 19	2022-11-10	2022-11-15	5	CAU	Northeast NS Correctional Facility	5
95	Covid - 19	2022-11-11	2022-11-14	3	UNK	Northeast NS Correctional Facility	3
95	Covid - 19	2022-11-11	2022-11-13	2	CAU	Northeast NS Correctional Facility	2
95	Covid - 19	2022-11-12	2022-11-13	1	CAU	Northeast NS Correctional Facility	1
95	Covid - 19	2022-11-13	2022-11-14	1	IND	Northeast NS Correctional Facility	1
95	Covid - 19	2022-11-14	2022-11-18	4	CAU	Northeast NS Correctional Facility	4
95	Covid - 19	2022-11-14	2022-11-15	1	CAU	Northeast NS Correctional Facility	1
95	Covid - 19	2022-11-14	2022-11-15	1	CAU	Northeast NS Correctional Facility	1
95	Covid - 19	2022-11-14	2022-11-16	2	CAU	Northeast NS Correctional Facility	2
95	Covid - 19	2022-11-15	2022-11-23	8	IND	Northeast NS Correctional Facility	8
95	Covid - 19	2022-11-15	2022-11-15	0	CAU	Northeast NS Correctional Facility	0
95	Covid - 19	2022-11-15	2022-11-16	1	CAU	Northeast NS Correctional Facility	1
95	Covid - 19	2022-11-15	2022-11-16	1	CAU	Northeast NS Correctional Facility	1
95	Covid - 19	2022-11-16	2022-11-16	0	CAU	Northeast NS Correctional Facility	0
95	Covid - 19	2022-11-16	2022-11-16	0	CAU	Northeast NS Correctional Facility	0
96	Covid - 19	2022-11-16	2022-11-25	9	IND	Northeast NS Correctional Facility	9
96	Covid - 19	2022-11-18	2022-11-25	7	CAU	Northeast NS Correctional Facility	7
96	Covid - 19	2022-11-18	2022-11-24	6	OTH	Northeast NS Correctional Facility	6
96	Covid - 19	2022-11-18	2022-11-20	2	CAU	Northeast NS Correctional Facility	2
96	Covid - 19	2022-11-19	2022-11-21	2	BLA	Northeast NS Correctional Facility	2
96	Covid - 19	2022-11-19	2022-11-21	2	CAU	Northeast NS Correctional Facility	2
96	Covid - 19	2022-11-20	2022-11-24	4	CAU	Northeast NS Correctional Facility	4
96	Covid - 19	2022-11-21	2022-11-29	8	CAU	Northeast NS Correctional Facility	8
96	Covid - 19	2022-11-21	2022-11-29	8	CAU	Northeast NS Correctional Facility	8
96	Covid - 19	2022-11-21	2022-11-25	4	IND	Northeast NS Correctional Facility	4
96	Covid - 19	2022-11-21	2022-11-25	4	CAU	Northeast NS Correctional Facility	4
96	Covid - 19	2022-11-22	2022-11-29	7	CAU	Northeast NS Correctional Facility	7
96	Covid - 19	2022-11-22	2022-11-29	7	CAU	Northeast NS Correctional Facility	7
96	Covid - 19	2022-11-22	2022-11-29	7	CAU	Northeast NS Correctional Facility	7
96	Covid - 19	2022-11-23	2022-11-27	4	CAU	Northeast NS Correctional Facility	4
96	Covid - 19	2022-11-23	2022-12-01	8	CAU	Northeast NS Correctional Facility	8
97	Covid - 19	2022-11-24	2022-11-25	1	CAU	Northeast NS Correctional Facility	1
97	Covid - 19	2022-11-24	2022-12-01	7	BLA	Northeast NS Correctional Facility	7
97	Covid - 19	2022-11-24	2022-11-25	1	CAU	Northeast NS Correctional Facility	1
97	Covid - 19	2022-11-25	2022-12-05	10	CAU	Northeast NS Correctional Facility	10
97	Covid - 19	2022-11-25	2022-11-29	4	Redacted	Northeast NS Correctional Facility	4
97	Covid - 19	2022-11-25	2022-12-01	6	CAU	Northeast NS Correctional Facility	6
97	Covid - 19	2022-11-25	2022-11-28	3	CAU	Northeast NS Correctional Facility	3
97	Covid - 19	2022-11-25	2022-11-29	4	IND	Northeast NS Correctional Facility	4
97	Covid - 19	2022-11-25	2022-11-28	3	CAU	Northeast NS Correctional Facility	3
97	Covid - 19	2022-11-26	2022-11-27	1	CAU	Northeast NS Correctional Facility	1
97	Covid - 19	2022-11-28	2022-12-07	9	UNK	Northeast NS Correctional Facility	9
97	Covid - 19	2022-11-28	2022-12-01	3	IND	Northeast NS Correctional Facility	3
97	Covid - 19	2022-11-30	2022-12-05	5	CAU	Northeast NS Correctional Facility	5
97	Covid - 19	2022-12-01	2022-12-07	6	CAU	Northeast NS Correctional Facility	6
97	Covid - 19	2022-12-01	2022-12-03	2	CAU	Northeast NS Correctional Facility	2
97	Covid - 19	2022-12-02	2022-12-04	2	CAU	Northeast NS Correctional Facility	2
98	Covid - 19	2022-12-02	2022-12-05	3	CAU	Northeast NS Correctional Facility	3
98	Covid - 19	2022-12-05	2022-12-06	1	BLA	Northeast NS Correctional Facility	1
98	Covid - 19	2022-12-05	2022-12-09	4	CAU	Northeast NS Correctional Facility	4
98	Covid - 19	2022-12-05	2022-12-09	4	CAU	Northeast NS Correctional Facility	4
98	Covid - 19	2022-12-06	2022-12-09	3	CAU	Northeast NS Correctional Facility	3
98	Covid - 19	2022-12-07	2022-12-09	2	Redacted	Northeast NS Correctional Facility	2
98	Covid - 19	2022-12-12	2022-12-14	2	CAU	Northeast NS Correctional Facility	2
98	Covid - 19	2022-12-23	2022-12-27	4	CAU	Northeast NS Correctional Facility	4
98	Covid - 19	2022-12-24	2022-12-26	2	CAU	Northeast NS Correctional Facility	2
98	Covid - 19	2022-12-25	2022-12-28	3	CAU	Northeast NS Correctional Facility	3
98	Covid - 19	2022-12-30	2023-01-04	5	CAU	Northeast NS Correctional Facility	5
98	High Risk Safety Protocol	2021-08-20	2021-08-21	1	CAU	Northeast NS Correctional Facility	1
98	High Risk Safety Protocol	2021-08-24	2021-08-24	0	CAU	Northeast NS Correctional Facility	0
98	High Risk Safety Protocol	2022-12-24	2023-01-04	11	CAU	Northeast NS Correctional Facility	11
98	Housed with Privileges	2021-01-01	2021-01-05	4	IND	Northeast NS Correctional Facility	4
98	Housed with Privileges	2021-01-23	2021-02-02	10	CAU	Northeast NS Correctional Facility	10
99	Housed with Privileges	2021-01-30	2021-02-02	3	IND	Northeast NS Correctional Facility	3
99	Housed with Privileges	2021-02-01	2021-02-03	2	IND	Northeast NS Correctional Facility	2
99	Housed with Privileges	2021-02-01	2021-02-03	2	IND	Northeast NS Correctional Facility	2
99	Housed with Privileges	2021-02-01	2021-02-02	1	CAU	Northeast NS Correctional Facility	1
99	Housed with Privileges	2021-02-02	2021-02-03	1	CAU	Northeast NS Correctional Facility	1
99	Housed with Privileges	2021-02-04	2021-02-08	4	IND	Northeast NS Correctional Facility	4
99	Housed with Privileges	2021-02-09	2021-02-10	1	IND	Northeast NS Correctional Facility	1
99	Housed with Privileges	2021-02-18	2021-02-18	0	IND	Northeast NS Correctional Facility	0
99	Housed with Privileges	2021-02-24	2021-03-09	13	CAU	Northeast NS Correctional Facility	13
99	Housed with Privileges	2021-03-05	2021-03-08	3	IND	Northeast NS Correctional Facility	3
99	Housed with Privileges	2021-03-05	2021-03-08	3	CAU	Northeast NS Correctional Facility	3
99	Housed with Privileges	2021-03-05	2021-03-11	6	CAU	Northeast NS Correctional Facility	6
99	Housed with Privileges	2021-03-10	2021-03-11	1	IND	Northeast NS Correctional Facility	1
99	Housed with Privileges	2021-03-11	2021-03-18	7	CAU	Northeast NS Correctional Facility	7
99	Housed with Privileges	2021-03-23	2021-03-28	5	CAU	Northeast NS Correctional Facility	5
99	Housed with Privileges	2021-03-31	2021-04-01	1	CAU	Northeast NS Correctional Facility	1
100	Housed with Privileges	2021-04-01	2021-04-04	3	IND	Northeast NS Correctional Facility	3
100	Housed with Privileges	2021-04-02	2021-04-05	3	CAU	Northeast NS Correctional Facility	3
100	Housed with Privileges	2021-04-04	2021-04-08	4	IND	Northeast NS Correctional Facility	4
